User ID,Subscription Type,999,Monthly Revenue,Join Date,Last Payment Date,Country,Age,Gender,Device,932,Plan Duration,,
1883,Basic,246,14,4/10/2022,8/7/2023,United States,50,Female,Tablet,,1 Month,,
1884,Standard,246,12,9/10/2022,11/7/2023,Canada,33,Female,Tablet,,1 Month,,
1885,Premium,246,14,10/10/2022,7/7/2023,United States,32,Female,Tablet,,1 Month,,
1886,Basic,245,12,11/10/2022,8/7/2023,United States,38,Male,Smart TV,,1 Month,,
1887,Premium,245,13,13-10-22,9/7/2023,Canada,49,Male,Smart TV,,1 Month,,
1888,Standard,245,12,15-10-22,10/7/2023,United Kingdom,50,Male,Laptop,,1 Month,,
1889,Basic,244,13,20-10-22,7/7/2023,Australia,37,Female,Laptop,,1 Month,,
1890,Standard,244,15,21-10-22,8/7/2023,Germany,33,Female,Laptop,,1 Month,,
1891,Premium,244,11,23-10-22,9/7/2023,France,33,Female,Tablet,,1 Month,,
1892,Basic,243,15,25-10-22,9/7/2023,Brazil,46,Male,Smartphone,,1 Month,,
1893,Standard,243,10,27-10-22,7/7/2023,Mexico,28,Male,Smartphone,,1 Month,,
1894,Premium,243,11,30-10-22,8/7/2023,Spain,33,Male,Tablet,,1 Month,,
1895,Basic,242,15,1/11/2022,9/7/2023,Italy,45,Male,Laptop,,1 Month,,
1896,Premium,242,14,2/11/2022,9/7/2023,Spain,43,Male,Laptop,,1 Month,,
1897,Basic,241,11,4/11/2022,6/7/2023,Spain,49,Female,Smartphone,,1 Month,,
1898,Standard,241,13,6/11/2022,7/7/2023,United States,41,Female,Tablet,,1 Month,,
1899,Standard,241,14,7/11/2022,9/7/2023,Canada,39,Female,Smartphone,,1 Month,,
1900,Basic,240,14,6/11/2022,8/7/2023,United States,45,Female,Smartphone,,1 Month,,
1901,Premium,240,15,7/11/2022,6/7/2023,United States,38,Male,Tablet,,1 Month,,
1902,Basic,239,15,7/11/2022,10/7/2023,Canada,30,Male,Smart TV,,1 Month,,
1903,Standard,239,12,3/11/2022,8/7/2023,United Kingdom,27,Female,Smart TV,,1 Month,,
1904,Premium,239,15,3/11/2022,8/7/2023,Australia,36,Female,Smartphone,,1 Month,,
1905,Basic,238,15,31-10-22,6/7/2023,Germany,36,Female,Tablet,,1 Month,,
1906,Premium,238,11,28-10-22,9/7/2023,France,28,Male,Tablet,,1 Month,,
1907,Basic,237,10,28-09-22,9/7/2023,Brazil,45,Female,Smartphone,,1 Month,,
1908,Standard,237,15,19-09-22,9/7/2023,Mexico,41,Male,Smartphone,,1 Month,,
1909,Standard,237,12,16-09-22,8/7/2023,Spain,29,Male,Smart TV,,1 Month,,
1910,Basic,236,15,17-09-22,8/7/2023,Italy,35,Male,Smartphone,,1 Month,,
1911,Premium,236,12,17-09-22,8/7/2023,Spain,36,Female,Smart TV,,1 Month,,
1912,Basic,235,11,15-09-22,9/7/2023,Spain,41,Male,Laptop,,1 Month,,
1913,Standard,235,11,14-09-22,8/7/2023,United States,46,Male,Tablet,,1 Month,,
1914,Premium,235,11,14-09-22,8/7/2023,Canada,46,Female,Tablet,,1 Month,,
1915,Basic,234,10,13-09-22,8/7/2023,United States,42,Male,Smartphone,,1 Month,,
1916,Premium,234,13,13-08-22,8/7/2023,United States,40,Male,Tablet,,1 Month,,
1917,Basic,233,14,12/8/2022,8/7/2023,Canada,32,Female,Tablet,,1 Month,,
1918,Standard,233,11,7/8/2022,10/7/2023,United Kingdom,34,Female,Smartphone,,1 Month,,
1919,Standard,233,11,7/8/2022,9/7/2023,Australia,27,Female,Smart TV,,1 Month,,
1920,Basic,232,11,4/8/2022,8/7/2023,Germany,38,Male,Laptop,,1 Month,,
1921,Premium,232,14,24-07-22,8/7/2023,France,34,Female,Laptop,,1 Month,,
1922,Basic,231,13,18-07-22,10/7/2023,Brazil,28,Male,Tablet,,1 Month,,
1923,Standard,231,12,17-07-22,8/7/2023,Mexico,48,Male,Smartphone,,1 Month,,
1924,Premium,231,13,17-07-22,9/7/2023,Spain,42,Female,Laptop,,1 Month,,
1925,Basic,230,10,14-07-22,8/7/2023,Italy,37,Female,Smart TV,,1 Month,,
1926,Premium,230,11,6/7/2022,10/7/2023,Spain,28,Female,Tablet,,1 Month,,
1927,Basic,229,13,7/7/2022,8/7/2023,Spain,43,Female,Smart TV,,1 Month,,
1928,Standard,229,10,7/7/2022,11/7/2023,United States,44,Female,Smart TV,,1 Month,,
1929,Standard,229,12,8/7/2022,7/7/2023,Canada,33,Female,Smartphone,,1 Month,,
1930,Basic,228,13,7/7/2022,9/7/2023,United States,36,Male,Smart TV,,1 Month,,
1931,Premium,228,14,8/7/2022,7/7/2023,United States,27,Male,Tablet,,1 Month,,
1932,Basic,227,11,9/7/2022,11/7/2023,Canada,41,Male,Tablet,,1 Month,,
1933,Standard,227,14,9/7/2022,7/7/2023,United Kingdom,32,Male,Smart TV,,1 Month,,
1934,Premium,227,12,9/7/2022,8/7/2023,Australia,36,Female,Laptop,,1 Month,,
1935,Basic,226,12,12/7/2022,7/7/2023,Germany,36,Female,Tablet,,1 Month,,
1936,Premium,226,13,15-07-22,10/7/2023,France,36,Male,Laptop,,1 Month,,
1937,Basic,225,14,16-07-22,7/7/2023,Brazil,32,Male,Smart TV,,1 Month,,
1938,Standard,225,10,18-07-22,8/7/2023,Mexico,45,Female,Smartphone,,1 Month,,
1939,Standard,225,11,13-08-22,9/7/2023,Spain,43,Female,Tablet,,1 Month,,
1940,Basic,224,10,14-08-22,10/7/2023,Italy,35,Male,Tablet,,1 Month,,
1941,Premium,224,13,16-08-22,7/7/2023,Spain,29,Female,Smart TV,,1 Month,,
1942,Basic,223,14,17-08-22,8/7/2023,Spain,33,Female,Smart TV,,1 Month,,
1943,Standard,223,14,25-08-22,8/7/2023,United States,49,Male,Smart TV,,1 Month,,
1944,Premium,223,15,28-08-22,9/7/2023,Canada,27,Male,Tablet,,1 Month,,
1945,Basic,222,14,29-08-22,7/7/2023,United States,39,Female,Smart TV,,1 Month,,
1946,Basic,221,10,11/9/2022,10/7/2023,United States,34,Female,Smart TV,,1 Month,,
1947,Basic,220,12,12/9/2022,8/7/2023,Canada,39,Male,Smartphone,,1 Month,,
1948,Standard,220,11,16-09-22,9/7/2023,United Kingdom,39,Female,Laptop,,1 Month,,
1949,Premium,220,15,17-09-22,9/7/2023,Australia,39,Female,Smart TV,,1 Month,,
1950,Basic,219,10,21-09-22,10/7/2023,Germany,40,Female,Laptop,,1 Month,,
1951,Basic,218,15,23-09-22,8/7/2023,France,40,Male,Tablet,,1 Month,,
1952,Premium,218,14,27-09-22,8/7/2023,Brazil,31,Male,Smartphone,,1 Month,,
1953,Standard,218,12,9/10/2022,9/7/2023,Mexico,47,Male,Smartphone,,1 Month,,
1954,Standard,218,11,10/10/2022,11/7/2023,Spain,43,Male,Laptop,,1 Month,,
1955,Basic,217,13,11/10/2022,8/7/2023,Italy,34,Male,Smartphone,,1 Month,,
1956,Premium,217,12,12/10/2022,8/7/2023,Spain,30,Female,Tablet,,1 Month,,
1957,Standard,217,15,13-10-22,9/7/2023,Spain,33,Female,Smartphone,,1 Month,,
1958,Basic,216,12,19-10-22,10/7/2023,United States,29,Male,Tablet,,1 Month,,
1959,Standard,216,14,21-10-22,7/7/2023,Canada,35,Female,Smartphone,,1 Month,,
1960,Premium,216,13,23-10-22,8/7/2023,United States,41,Female,Laptop,,1 Month,,
1961,Basic,215,14,24-10-22,10/7/2023,United States,34,Female,Smartphone,,1 Month,,
1962,Premium,215,12,26-10-22,9/7/2023,Canada,28,Female,Tablet,,1 Month,,
1963,Standard,215,15,27-10-22,7/7/2023,United Kingdom,31,Male,Smart TV,,1 Month,,
1964,Basic,214,15,1/11/2022,8/7/2023,Australia,29,Male,Smart TV,,1 Month,,
1965,Standard,214,12,2/11/2022,9/7/2023,Germany,44,Female,Tablet,,1 Month,,
1966,Premium,214,10,4/11/2022,9/7/2023,France,44,Female,Tablet,,1 Month,,
1967,Basic,213,13,5/11/2022,6/7/2023,Brazil,29,Male,Laptop,,1 Month,,
1968,Standard,213,12,6/11/2022,9/7/2023,Mexico,32,Female,Tablet,,1 Month,,
1969,Premium,213,11,7/11/2022,9/7/2023,Spain,31,Male,Smartphone,,1 Month,,
1970,Basic,212,14,8/11/2022,8/7/2023,Italy,27,Male,Laptop,,1 Month,,
1971,Premium,212,13,8/11/2022,6/7/2023,Spain,43,Female,Laptop,,1 Month,,
1972,Basic,211,14,9/11/2022,10/7/2023,Spain,48,Male,Tablet,,1 Month,,
1973,Standard,211,15,9/11/2022,9/7/2023,United States,37,Female,Tablet,,1 Month,,
1974,Standard,211,11,5/11/2022,8/7/2023,Canada,42,Male,Smartphone,,1 Month,,
1975,Basic,210,11,4/11/2022,7/7/2023,United States,40,Male,Tablet,,1 Month,,
1976,Premium,210,13,19-10-22,9/7/2023,United States,37,Female,Tablet,,1 Month,,
1977,Basic,209,12,12/10/2022,9/7/2023,Canada,31,Male,Smartphone,,1 Month,,
1978,Standard,209,11,3/10/2022,9/7/2023,United Kingdom,30,Male,Smart TV,,1 Month,,
1979,Premium,209,15,28-09-22,8/7/2023,Australia,51,Female,Smartphone,,1 Month,,
1980,Basic,208,15,17-09-22,9/7/2023,Germany,42,Female,Laptop,,1 Month,,
1981,Premium,208,13,16-09-22,8/7/2023,France,37,Female,Smartphone,,1 Month,,
1982,Basic,207,14,15-09-22,9/7/2023,Brazil,44,Female,Smartphone,,1 Month,,
1983,Standard,207,11,14-09-22,8/7/2023,Mexico,37,Male,Tablet,,1 Month,,
1984,Standard,207,11,15-09-22,9/7/2023,Spain,44,Male,Smartphone,,1 Month,,
1985,Basic,206,11,6/9/2022,9/7/2023,Italy,40,Male,Tablet,,1 Month,,
1986,Premium,206,15,28-08-22,9/7/2023,Spain,27,Male,Smart TV,,1 Month,,
1987,Basic,205,12,7/8/2022,8/7/2023,Spain,31,Male,Smart TV,,1 Month,,
1988,Standard,205,15,7/8/2022,10/7/2023,United States,39,Female,Smartphone,,1 Month,,
1989,Premium,205,12,6/8/2022,9/7/2023,Canada,47,Female,Tablet,,1 Month,,
1990,Basic,204,15,30-07-22,9/7/2023,United States,30,Male,Smart TV,,1 Month,,
1991,Premium,204,12,30-07-22,8/7/2023,United States,35,Male,Laptop,,1 Month,,
1992,Basic,203,14,30-07-22,10/7/2023,Canada,39,Male,Smartphone,,1 Month,,
1993,Standard,203,15,19-07-22,8/7/2023,United Kingdom,29,Female,Tablet,,1 Month,,
1994,Standard,203,11,17-07-22,10/7/2023,Australia,28,Male,Laptop,,1 Month,,
1995,Basic,202,11,12/7/2022,8/7/2023,Germany,39,Male,Tablet,,1 Month,,
1996,Premium,202,10,11/7/2022,10/7/2023,France,34,Male,Smart TV,,1 Month,,
1997,Basic,201,14,10/7/2022,8/7/2023,Brazil,47,Male,Smart TV,,1 Month,,
1998,Standard,201,14,10/7/2022,11/7/2023,Mexico,47,Female,Smart TV,,1 Month,,
1999,Premium,201,13,8/7/2022,8/7/2023,Spain,46,Male,Smart TV,,1 Month,,
2000,Basic,200,12,9/7/2022,9/7/2023,Italy,31,Male,Smart TV,,1 Month,,
2001,Premium,200,10,9/7/2022,8/7/2023,Spain,41,Female,Smart TV,,1 Month,,
2002,Basic,199,10,9/7/2022,11/7/2023,Spain,30,Female,Smartphone,,1 Month,,
2003,Standard,199,11,10/7/2022,8/7/2023,United States,41,Male,Tablet,,1 Month,,
2004,Standard,199,12,12/7/2022,8/7/2023,Canada,48,Female,Laptop,,1 Month,,
2005,Basic,198,10,13-07-22,9/7/2023,United States,35,Female,Laptop,,1 Month,,
2006,Premium,198,13,16-07-22,10/7/2023,United States,41,Female,Laptop,,1 Month,,
2007,Basic,197,10,17-07-22,7/7/2023,Canada,39,Female,Smart TV,,1 Month,,
2008,Standard,197,10,26-07-22,9/7/2023,United Kingdom,45,Male,Laptop,,1 Month,,
2009,Premium,197,10,31-07-22,9/7/2023,Australia,41,Male,Laptop,,1 Month,,
2010,Basic,196,13,3/8/2022,10/7/2023,Germany,28,Male,Laptop,,1 Month,,
2011,Premium,196,10,15-08-22,7/7/2023,France,28,Female,Tablet,,1 Month,,
2012,Basic,195,15,18-08-22,10/7/2023,Brazil,48,Male,Smart TV,,1 Month,,
2013,Standard,195,10,27-08-22,8/7/2023,Mexico,40,Female,Smart TV,,1 Month,,
2014,Standard,195,12,29-08-22,10/7/2023,Spain,39,Male,Smart TV,,1 Month,,
2015,Basic,194,12,5/9/2022,7/7/2023,Italy,27,Male,Smartphone,,1 Month,,
2016,Premium,194,10,6/9/2022,11/7/2023,Spain,32,Female,Smart TV,,1 Month,,
2017,Basic,193,10,14-09-22,8/7/2023,Spain,38,Male,Laptop,,1 Month,,
2018,Standard,193,10,16-09-22,9/7/2023,United States,41,Female,Laptop,,1 Month,,
2019,Premium,193,10,18-09-22,10/7/2023,Canada,32,Female,Laptop,,1 Month,,
2020,Basic,192,12,23-09-22,11/7/2023,United States,37,Male,Tablet,,1 Month,,
2021,Basic,191,12,25-09-22,8/7/2023,United States,50,Female,Laptop,,1 Month,,
2022,Basic,190,10,6/10/2022,9/7/2023,Canada,48,Female,Laptop,,1 Month,,
2023,Standard,190,11,9/10/2022,10/7/2023,United Kingdom,37,Male,Tablet,,1 Month,,
2024,Premium,190,13,11/10/2022,11/7/2023,Australia,46,Female,Laptop,,1 Month,,
2025,Basic,189,13,12/10/2022,8/7/2023,Germany,46,Male,Laptop,,1 Month,,
2026,Basic,188,15,13-10-22,9/7/2023,France,39,Male,Smart TV,,1 Month,,
2027,Premium,188,13,17-10-22,10/7/2023,Brazil,42,Female,Smart TV,,1 Month,,
2028,Standard,188,11,19-10-22,10/7/2023,Mexico,41,Female,Smartphone,,1 Month,,
2029,Standard,188,10,21-10-22,7/7/2023,Spain,28,Male,Smart TV,,1 Month,,
2030,Basic,187,14,23-10-22,9/7/2023,Italy,43,Male,Tablet,,1 Month,,
2031,Premium,187,14,25-10-22,10/7/2023,Spain,45,Female,Smart TV,,1 Month,,
2032,Standard,187,10,27-10-22,9/7/2023,Spain,45,Male,Smart TV,,1 Month,,
2033,Basic,186,13,31-10-22,7/7/2023,United States,48,Male,Smartphone,,1 Month,,
2034,Standard,186,12,2/11/2022,9/7/2023,Canada,30,Male,Laptop,,1 Month,,
2035,Premium,186,11,4/11/2022,10/7/2023,United States,51,Female,Smart TV,,1 Month,,
2036,Basic,185,12,5/11/2022,9/7/2023,United States,48,Female,Smartphone,,1 Month,,
2037,Premium,185,13,6/11/2022,7/7/2023,Canada,41,Female,Smart TV,,1 Month,,
2038,Standard,185,11,7/11/2022,10/7/2023,United Kingdom,37,Female,Smartphone,,1 Month,,
2039,Basic,184,11,8/11/2022,9/7/2023,Australia,43,Male,Laptop,,1 Month,,
2040,Standard,184,15,8/11/2022,8/7/2023,Germany,51,Male,Laptop,,1 Month,,
2041,Premium,184,10,9/11/2022,7/7/2023,France,34,Female,Smartphone,,1 Month,,
2042,Basic,183,10,9/11/2022,10/7/2023,Brazil,35,Female,Smartphone,,1 Month,,
2043,Standard,183,12,5/11/2022,9/7/2023,Mexico,45,Female,Smart TV,,1 Month,,
2044,Premium,183,12,5/11/2022,10/7/2023,Spain,31,Male,Smart TV,,1 Month,,
2045,Basic,182,15,2/11/2022,8/7/2023,Italy,50,Female,Laptop,,1 Month,,
2046,Premium,182,12,30-10-22,9/7/2023,Spain,41,Male,Smartphone,,1 Month,,
2047,Basic,181,11,30-10-22,9/7/2023,Spain,42,Female,Laptop,,1 Month,,
2048,Standard,181,11,24-10-22,9/7/2023,United States,41,Male,Tablet,,1 Month,,
2049,Standard,181,14,8/10/2022,8/7/2023,Canada,34,Male,Tablet,,1 Month,,
2050,Basic,180,13,4/10/2022,9/7/2023,United States,35,Female,Smartphone,,1 Month,,
2051,Premium,180,10,28-09-22,9/7/2023,United States,48,Male,Smartphone,,1 Month,,
2052,Basic,179,11,22-09-22,9/7/2023,Canada,39,Female,Smart TV,,1 Month,,
2053,Standard,179,14,19-09-22,9/7/2023,United Kingdom,37,Female,Laptop,,1 Month,,
2054,Premium,179,10,13-09-22,9/7/2023,Australia,31,Male,Tablet,,1 Month,,
2055,Basic,178,14,5/9/2022,9/7/2023,Germany,29,Female,Laptop,,1 Month,,
2056,Premium,178,10,20-08-22,9/7/2023,France,36,Male,Tablet,,1 Month,,
2057,Basic,177,10,10/8/2022,8/7/2023,Brazil,32,Male,Smartphone,,1 Month,,
2058,Standard,177,10,10/8/2022,11/7/2023,Mexico,31,Female,Smartphone,,1 Month,,
2059,Standard,177,14,6/8/2022,9/7/2023,Spain,31,Male,Laptop,,1 Month,,
2060,Basic,176,12,3/8/2022,10/7/2023,Italy,29,Male,Smart TV,,1 Month,,
2061,Premium,176,10,1/8/2022,9/7/2023,Spain,48,Male,Smart TV,,1 Month,,
2062,Basic,175,14,28-07-22,10/7/2023,Spain,46,Male,Tablet,,1 Month,,
2063,Standard,175,15,22-07-22,9/7/2023,United States,35,Female,Smartphone,,1 Month,,
2064,Premium,175,11,22-07-22,11/7/2023,Canada,37,Female,Tablet,,1 Month,,
2065,Basic,174,12,20-07-22,9/7/2023,United States,45,Female,Tablet,,1 Month,,
2066,Premium,174,15,12/7/2022,10/7/2023,United States,48,Female,Laptop,,1 Month,,
2067,Basic,173,10,12/7/2022,9/7/2023,Canada,44,Female,Laptop,,1 Month,,
2068,Standard,173,14,10/7/2022,11/7/2023,United Kingdom,47,Female,Laptop,,1 Month,,
2069,Standard,173,12,11/7/2022,8/7/2023,Australia,35,Male,Smart TV,,1 Month,,
2070,Basic,172,10,11/7/2022,9/7/2023,Germany,35,Female,Smartphone,,1 Month,,
2071,Premium,172,11,9/7/2022,8/7/2023,France,35,Male,Smartphone,,1 Month,,
2072,Basic,171,15,10/7/2022,11/7/2023,Brazil,49,Female,Laptop,,1 Month,,
2073,Standard,171,11,12/7/2022,8/7/2023,Mexico,50,Female,Tablet,,1 Month,,
2074,Premium,171,14,13-07-22,9/7/2023,Spain,44,Male,Smartphone,,1 Month,,
2075,Basic,170,14,15-07-22,9/7/2023,Italy,47,Female,Tablet,,1 Month,,
2076,Premium,170,15,16-07-22,11/7/2023,Spain,46,Female,Laptop,,1 Month,,
2077,Basic,169,11,19-07-22,8/7/2023,Spain,39,Female,Laptop,,1 Month,,
2078,Standard,169,15,23-07-22,10/7/2023,United States,34,Male,Laptop,,1 Month,,
2079,Standard,169,10,28-07-22,9/7/2023,Canada,31,Female,Smart TV,,1 Month,,
2080,Basic,168,10,14-08-22,11/7/2023,United States,46,Female,Laptop,,1 Month,,
2081,Premium,168,15,18-08-22,8/7/2023,United States,30,Male,Smart TV,,1 Month,,
2082,Basic,167,12,23-08-22,12/7/2023,Canada,29,Male,Tablet,,1 Month,,
2083,Standard,167,12,27-08-22,9/7/2023,United Kingdom,42,Male,Tablet,,1 Month,,
2084,Premium,167,13,1/9/2022,10/7/2023,Australia,27,Female,Smartphone,,1 Month,,
2085,Basic,166,15,2/9/2022,9/7/2023,Germany,33,Male,Laptop,,1 Month,,
2086,Premium,166,13,4/9/2022,12/7/2023,France,45,Female,Smart TV,,1 Month,,
2087,Basic,165,13,11/9/2022,9/7/2023,Brazil,50,Male,Tablet,,1 Month,,
2088,Standard,165,10,16-09-22,9/7/2023,Mexico,42,Female,Tablet,,1 Month,,
2089,Standard,165,10,19-09-22,11/7/2023,Spain,29,Male,Tablet,,1 Month,,
2090,Basic,164,12,20-09-22,12/7/2023,Italy,31,Female,Tablet,,1 Month,,
2091,Premium,164,13,5/10/2022,9/7/2023,Spain,42,Female,Smartphone,,1 Month,,
2092,Basic,163,10,7/10/2022,9/7/2023,Spain,44,Female,Laptop,,1 Month,,
2093,Standard,163,10,10/10/2022,11/7/2023,United States,34,Male,Smart TV,,1 Month,,
2094,Premium,163,13,12/10/2022,11/7/2023,Canada,40,Female,Smart TV,,1 Month,,
2095,Basic,162,10,13-10-22,8/7/2023,United States,38,Male,Smart TV,,1 Month,,
2096,Basic,161,15,15-10-22,9/7/2023,United States,42,Female,Tablet,,1 Month,,
2097,Basic,160,10,17-10-22,11/7/2023,Canada,47,Male,Tablet,,1 Month,,
2098,Standard,160,15,18-10-22,10/7/2023,United Kingdom,29,Female,Tablet,,1 Month,,
2099,Premium,160,11,20-10-22,8/7/2023,Australia,29,Male,Laptop,,1 Month,,
2100,Basic,159,14,22-10-22,10/7/2023,Germany,44,Female,Smart TV,,1 Month,,
2101,Basic,158,12,25-10-22,11/7/2023,France,31,Male,Tablet,,1 Month,,
2102,Premium,158,14,27-10-22,9/7/2023,Brazil,48,Female,Smartphone,,1 Month,,
2103,Standard,158,14,1/11/2022,7/7/2023,Mexico,32,Female,Laptop,,1 Month,,
2104,Standard,158,13,2/11/2022,11/7/2023,Spain,28,Female,Tablet,,1 Month,,
2105,Basic,157,11,4/11/2022,10/7/2023,Italy,36,Female,Smartphone,,1 Month,,
2106,Premium,157,10,6/11/2022,9/7/2023,Spain,28,Female,Smartphone,,1 Month,,
2107,Standard,157,14,7/11/2022,7/7/2023,Spain,32,Female,Smart TV,,1 Month,,
2108,Basic,156,15,8/11/2022,10/7/2023,United States,50,Female,Smartphone,,1 Month,,
2109,Standard,156,12,9/11/2022,10/7/2023,Canada,44,Male,Tablet,,1 Month,,
2110,Premium,156,14,10/11/2022,10/7/2023,United States,44,Female,Smartphone,,1 Month,,
2111,Basic,155,14,9/11/2022,9/7/2023,United States,47,Male,Laptop,,1 Month,,
2112,Premium,155,15,9/11/2022,10/7/2023,Canada,39,Female,Smart TV,,1 Month,,
2113,Standard,155,11,7/11/2022,10/7/2023,United Kingdom,44,Female,Tablet,,1 Month,,
2114,Basic,154,12,3/11/2022,10/7/2023,Australia,46,Female,Tablet,,1 Month,,
2115,Standard,154,10,4/11/2022,8/7/2023,Germany,31,Female,Laptop,,1 Month,,
2116,Premium,154,12,1/11/2022,10/7/2023,France,33,Female,Tablet,,1 Month,,
2117,Basic,153,13,27-10-22,9/7/2023,Brazil,27,Male,Laptop,,1 Month,,
2118,Standard,153,10,23-10-22,10/7/2023,Mexico,34,Male,Smart TV,,1 Month,,
2119,Premium,153,14,14-10-22,9/7/2023,Spain,48,Male,Laptop,,1 Month,,
2120,Basic,152,14,28-09-22,10/7/2023,Italy,39,Female,Smart TV,,1 Month,,
2121,Premium,152,14,25-09-22,9/7/2023,Spain,39,Male,Laptop,,1 Month,,
2122,Basic,151,11,23-09-22,10/7/2023,Spain,48,Female,Smart TV,,1 Month,,
2123,Standard,151,12,23-09-22,9/7/2023,United States,37,Female,Tablet,,1 Month,,
2124,Standard,151,14,14-09-22,11/7/2023,Canada,40,Male,Laptop,,1 Month,,
2125,Basic,150,14,5/9/2022,9/7/2023,United States,41,Female,Smartphone,,1 Month,,
2126,Premium,150,12,13-08-22,9/7/2023,United States,35,Female,Smartphone,,1 Month,,
2127,Basic,149,15,12/8/2022,9/7/2023,Canada,46,Male,Smartphone,,1 Month,,
2128,Standard,149,10,10/8/2022,11/7/2023,United Kingdom,28,Female,Tablet,,1 Month,,
2129,Premium,149,14,5/8/2022,9/7/2023,Australia,29,Female,Laptop,,1 Month,,
2130,Basic,148,10,4/8/2022,12/7/2023,Germany,46,Female,Tablet,,1 Month,,
2131,Premium,148,11,28-07-22,9/7/2023,France,35,Male,Laptop,,1 Month,,
2132,Basic,147,12,24-07-22,11/7/2023,Brazil,27,Male,Smart TV,,1 Month,,
2133,Standard,147,11,22-07-22,9/7/2023,Mexico,38,Male,Laptop,,1 Month,,
2134,Standard,147,13,22-07-22,12/7/2023,Spain,43,Male,Smart TV,,1 Month,,
2135,Basic,146,15,19-07-22,9/7/2023,Italy,31,Female,Smartphone,,1 Month,,
2136,Premium,146,13,17-07-22,10/7/2023,Spain,29,Female,Tablet,,1 Month,,
2137,Basic,145,10,16-07-22,9/7/2023,Spain,34,Female,Tablet,,1 Month,,
2138,Standard,145,11,12/7/2022,12/7/2023,United States,39,Male,Smartphone,,1 Month,,
2139,Premium,145,14,12/7/2022,8/7/2023,Canada,34,Female,Smartphone,,1 Month,,
2140,Basic,144,14,13-07-22,10/7/2023,United States,51,Male,Tablet,,1 Month,,
2141,Premium,144,14,13-07-22,9/7/2023,United States,47,Female,Tablet,,1 Month,,
2142,Basic,143,12,13-07-22,11/7/2023,Canada,46,Male,Smartphone,,1 Month,,
2143,Standard,143,12,14-07-22,8/7/2023,United Kingdom,46,Female,Smartphone,,1 Month,,
2144,Standard,143,14,15-07-22,10/7/2023,Australia,47,Female,Smartphone,,1 Month,,
2145,Basic,142,14,16-07-22,9/7/2023,Germany,40,Female,Smart TV,,1 Month,,
2146,Premium,142,12,18-07-22,11/7/2023,France,41,Female,Tablet,,1 Month,,
2147,Basic,141,12,23-07-22,9/7/2023,Brazil,30,Female,Smartphone,,1 Month,,
2148,Standard,141,12,25-07-22,11/7/2023,Mexico,31,Female,Tablet,,1 Month,,
2149,Premium,141,14,30-07-22,9/7/2023,Spain,42,Male,Smart TV,,1 Month,,
2150,Basic,140,12,6/8/2022,11/7/2023,Italy,46,Female,Tablet,,1 Month,,
2151,Premium,140,13,14-08-22,8/7/2023,Spain,34,Female,Smart TV,,1 Month,,
2152,Basic,139,14,23-08-22,12/7/2023,Spain,42,Male,Laptop,,1 Month,,
2153,Standard,139,13,27-08-22,9/7/2023,United States,45,Male,Tablet,,1 Month,,
2154,Standard,139,12,29-08-22,10/7/2023,Canada,30,Male,Smart TV,,1 Month,,
2155,Basic,138,12,1/9/2022,9/7/2023,United States,44,Male,Smartphone,,1 Month,,
2156,Premium,138,10,7/9/2022,13-07-23,United States,37,Male,Smart TV,,1 Month,,
2157,Basic,137,10,13-09-22,10/7/2023,Canada,43,Male,Smart TV,,1 Month,,
2158,Standard,137,12,14-09-22,10/7/2023,United Kingdom,46,Male,Smartphone,,1 Month,,
2159,Premium,137,11,17-09-22,12/7/2023,Australia,40,Female,Tablet,,1 Month,,
2160,Basic,136,11,23-09-22,12/7/2023,Germany,45,Female,Smartphone,,1 Month,,
2161,Premium,136,10,27-09-22,9/7/2023,France,48,Female,Smartphone,,1 Month,,
2162,Basic,135,10,3/10/2022,10/7/2023,Brazil,43,Female,Tablet,,1 Month,,
2163,Standard,135,13,10/10/2022,11/7/2023,Mexico,48,Male,Smart TV,,1 Month,,
2164,Standard,135,10,12/10/2022,11/7/2023,Spain,32,Female,Smartphone,,1 Month,,
2165,Basic,134,12,14-10-22,8/7/2023,Italy,38,Male,Laptop,,1 Month,,
2166,Premium,134,13,16-10-22,10/7/2023,Spain,50,Male,Smartphone,,1 Month,,
2167,Basic,133,11,18-10-22,11/7/2023,Spain,33,Female,Laptop,,1 Month,,
2168,Standard,133,14,20-10-22,10/7/2023,United States,27,Male,Smart TV,,1 Month,,
2169,Premium,133,12,22-10-22,8/7/2023,Canada,47,Male,Tablet,,1 Month,,
2170,Basic,132,12,25-10-22,10/7/2023,United States,35,Female,Smart TV,,1 Month,,
2171,Basic,131,12,26-10-22,11/7/2023,United States,41,Male,Tablet,,1 Month,,
2172,Basic,130,14,29-10-22,10/7/2023,Canada,39,Female,Smart TV,,1 Month,,
2173,Standard,130,13,31-10-22,7/7/2023,United Kingdom,46,Female,Smartphone,,1 Month,,
2174,Premium,130,14,4/11/2022,11/7/2023,Australia,33,Female,Smartphone,,1 Month,,
2175,Basic,129,11,6/11/2022,10/7/2023,Germany,30,Male,Laptop,,1 Month,,
2176,Basic,128,13,7/11/2022,10/7/2023,France,46,Male,Tablet,,1 Month,,
2177,Premium,128,15,8/11/2022,9/7/2023,Brazil,42,Female,Tablet,,1 Month,,
2178,Standard,128,11,9/11/2022,11/7/2023,Mexico,28,Female,Tablet,,1 Month,,
